season,game_type,week,weekday,gameday,gametime,game_time_12hr,game_id,home_team,away_team,location,spread_line,away_spread_odds,home_spread_odds,home_record_pre_W,home_record_pre_L,home_record_pre_T,home_record_pre_pct,away_record_pre_W,away_record_pre_L,away_record_pre_T,away_record_pre_pct,home_score,away_score,total_line,over_odds,under_odds,away_moneyline,home_moneyline,roof,surface,temp,away_rest,home_rest
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_IND_JAX,JAX,IND,Home,10.0,-114.0,103.0,7,4,0,0.6363636363636364,3,8,0,0.2727272727272727,30.0,10.0,41.0,-106.0,-104.0,377.0,-440.0,outdoors,grass,70.0,7,7
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_KC_NYJ,NYJ,KC,Home,-3.5,-108.0,-102.0,4,7,0,0.36363636363636365,6,5,0,0.5454545454545454,38.0,31.0,44.0,-105.0,-105.0,-190.0,171.0,outdoors,fieldturf,48.0,7,7
2017,REG,13,Sunday,2017-12-03,16:25,4:25 PM,2017_13_LA_ARI,ARI,LA,Home,-7.5,106.0,-117.0,5,6,0,0.45454545454545453,8,3,0,0.7272727272727273,16.0,32.0,43.0,-111.0,101.0,-310.0,273.0,closed,grass,,7,7
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_MIN_ATL,ATL,MIN,Home,2.0,-110.0,100.0,7,4,0,0.6363636363636364,9,2,0,0.8181818181818182,9.0,14.0,48.5,-108.0,-102.0,110.0,-121.0,closed,fieldturf,,10,7
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_NE_BUF,BUF,NE,Home,-7.5,104.0,-115.0,6,5,0,0.5454545454545454,9,2,0,0.8181818181818182,3.0,23.0,48.5,102.0,-112.0,-325.0,285.0,outdoors,a_turf,48.0,7,7
2017,REG,13,Sunday,2017-12-03,16:25,4:25 PM,2017_13_NYG_OAK,OAK,NYG,Home,10.0,-107.0,-103.0,5,6,0,0.45454545454545453,2,9,0,0.18181818181818182,24.0,17.0,43.0,-110.0,100.0,385.0,-450.0,outdoors,grass,58.0,10,7
2017,REG,13,Sunday,2017-12-03,20:30,8:30 PM,2017_13_PHI_SEA,SEA,PHI,Home,-3.5,-110.0,-100.0,7,4,0,0.6363636363636364,10,1,0,0.9090909090909091,24.0,10.0,46.5,-106.0,-104.0,-190.0,171.0,outdoors,fieldturf,44.0,7,7
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_SF_CHI,CHI,SF,Home,2.5,103.0,-114.0,3,8,0,0.2727272727272727,1,10,0,0.09090909090909091,14.0,15.0,42.0,-103.0,-107.0,125.0,-138.0,outdoors,grass,54.0,7,7
2017,REG,13,Sunday,2017-12-03,13:00,1:00 PM,2017_13_TB_GB,GB,TB,Home,3.0,104.0,-115.0,5,6,0,0.45454545454545453,4,7,0,0.36363636363636365,26.0,20.0,45.0,104.0,-115.0,146.0,-162.0,outdoors,grass,42.0,7,7
2017,REG,13,Monday,2017-12-04,20:30,8:30 PM,2017_13_PIT_CIN,CIN,PIT,Home,-4.5,-102.0,-108.0,5,6,0,0.45454545454545453,9,2,0,0.8181818181818182,20.0,23.0,42.5,-105.0,-105.0,-213.0,191.0,outdoors,fieldturf,61.0,8,8
2017,REG,14,Thursday,2017-12-07,20:25,8:25 PM,2017_14_NO_ATL,ATL,NO,Home,2.5,-105.0,-105.0,7,5,0,0.5833333333333334,9,3,0,0.75,20.0,17.0,51.5,-102.0,-108.0,121.0,-134.0,closed,fieldturf,,4,4
2017,REG,14,Sunday,2017-12-10,20:30,8:30 PM,2017_14_BAL_PIT,PIT,BAL,Home,6.0,-110.0,-100.0,10,2,0,0.8333333333333334,7,5,0,0.5833333333333334,39.0,38.0,43.0,-105.0,-105.0,217.0,-244.0,outdoors,grass,33.0,7,6
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_CHI_CIN,CIN,CHI,Home,6.0,-101.0,-109.0,5,7,0,0.4166666666666667,3,9,0,0.25,7.0,33.0,40.5,-115.0,104.0,231.0,-260.0,outdoors,fieldturf,31.0,7,6
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_DAL_NYG,NYG,DAL,Home,-4.0,-101.0,-109.0,2,10,0,0.16666666666666666,6,6,0,0.5,10.0,30.0,42.0,-103.0,-107.0,-195.0,175.0,outdoors,fieldturf,39.0,10,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_DET_TB,TB,DET,Home,-0.0,-102.0,-108.0,4,8,0,0.3333333333333333,6,6,0,0.5,21.0,24.0,47.5,106.0,-117.0,-123.0,111.0,outdoors,grass,55.0,7,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_GB_CLE,CLE,GB,Home,-2.5,-106.0,-104.0,0,12,0,0.0,6,6,0,0.5,21.0,27.0,38.5,-100.0,-110.0,-133.0,120.0,outdoors,grass,29.0,7,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_IND_BUF,BUF,IND,Home,3.5,-115.0,104.0,6,6,0,0.5,3,9,0,0.25,13.0,7.0,36.5,102.0,-113.0,162.0,-180.0,outdoors,a_turf,32.0,7,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_MIN_CAR,CAR,MIN,Home,-2.5,-102.0,-108.0,8,4,0,0.6666666666666666,10,2,0,0.8333333333333334,31.0,24.0,40.5,-108.0,-102.0,-128.0,116.0,outdoors,grass,41.0,7,7
2017,REG,14,Sunday,2017-12-10,16:05,4:05 PM,2017_14_NYJ_DEN,DEN,NYJ,Home,-1.0,101.0,-111.0,3,9,0,0.25,5,7,0,0.4166666666666667,23.0,0.0,40.5,-103.0,-107.0,-104.0,-106.0,outdoors,grass,60.0,7,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_OAK_KC,KC,OAK,Home,4.5,-113.0,102.0,6,6,0,0.5,6,6,0,0.5,26.0,15.0,48.5,-105.0,-105.0,187.0,-209.0,outdoors,grass,46.0,7,7
2017,REG,14,Sunday,2017-12-10,16:25,4:25 PM,2017_14_PHI_LA,LA,PHI,Home,-1.0,-108.0,-102.0,9,3,0,0.75,10,2,0,0.8333333333333334,35.0,43.0,47.5,-104.0,-106.0,-115.0,104.0,outdoors,grass,83.0,7,7
2017,REG,14,Sunday,2017-12-10,16:25,4:25 PM,2017_14_SEA_JAX,JAX,SEA,Home,3.0,-125.0,113.0,8,4,0,0.6666666666666666,8,4,0,0.6666666666666666,30.0,24.0,41.0,-110.0,-100.0,129.0,-143.0,outdoors,grass,54.0,7,7
2017,REG,14,Sunday,2017-12-10,13:00,1:00 PM,2017_14_SF_HOU,HOU,SF,Home,1.0,104.0,-115.0,4,8,0,0.3333333333333333,2,10,0,0.16666666666666666,16.0,26.0,45.5,-109.0,-101.0,111.0,-123.0,closed,astroturf,,7,7
2017,REG,14,Sunday,2017-12-10,16:05,4:05 PM,2017_14_TEN_ARI,ARI,TEN,Home,-2.5,-115.0,104.0,5,7,0,0.4166666666666667,8,4,0,0.6666666666666666,12.0,7.0,42.0,-107.0,-103.0,-143.0,129.0,closed,grass,,7,7
2017,REG,14,Sunday,2017-12-10,16:05,4:05 PM,2017_14_WAS_LAC,LAC,WAS,Home,6.0,-102.0,-108.0,6,6,0,0.5,5,7,0,0.4166666666666667,30.0,13.0,46.5,-106.0,-104.0,235.0,-265.0,outdoors,grass,81.0,10,7
2017,REG,14,Monday,2017-12-11,20:30,8:30 PM,2017_14_NE_MIA,MIA,NE,Home,-10.0,-104.0,-106.0,5,7,0,0.4166666666666667,10,2,0,0.8333333333333334,27.0,20.0,48.0,-105.0,-105.0,-485.0,412.0,outdoors,grass,55.0,8,8
2017,REG,15,Thursday,2017-12-14,20:25,8:25 PM,2017_15_DEN_IND,IND,DEN,Home,-3.0,104.0,-115.0,3,10,0,0.23076923076923078,4,9,0,0.3076923076923077,13.0,25.0,40.5,-102.0,-108.0,-145.0,131.0,closed,fieldturf,,4,4
2017,REG,15,Saturday,2017-12-16,16:30,4:30 PM,2017_15_CHI_DET,DET,CHI,Home,5.0,-101.0,-109.0,7,6,0,0.5384615384615384,4,9,0,0.3076923076923077,20.0,10.0,43.5,-106.0,-104.0,211.0,-236.0,dome,fieldturf,,6,6
2017,REG,15,Saturday,2017-12-16,20:25,8:25 PM,2017_15_LAC_KC,KC,LAC,Home,1.0,-104.0,-106.0,7,6,0,0.5384615384615384,7,6,0,0.5384615384615384,30.0,13.0,47.0,102.0,-113.0,102.0,-113.0,outdoors,grass,53.0,6,6
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_ARI_WAS,WAS,ARI,Home,4.0,-100.0,-110.0,5,8,0,0.38461538461538464,6,7,0,0.46153846153846156,20.0,15.0,40.0,-108.0,-102.0,181.0,-202.0,outdoors,grass,50.0,7,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_BAL_CLE,CLE,BAL,Home,-6.5,-102.0,-108.0,0,13,0,0.0,7,6,0,0.5384615384615384,10.0,27.0,42.0,102.0,-113.0,-260.0,231.0,outdoors,grass,36.0,7,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_CIN_MIN,MIN,CIN,Home,12.5,-100.0,-110.0,10,3,0,0.7692307692307693,5,8,0,0.38461538461538464,34.0,7.0,42.5,104.0,-115.0,534.0,-650.0,dome,sportturf,,7,7
2017,REG,15,Sunday,2017-12-17,20:30,8:30 PM,2017_15_DAL_OAK,OAK,DAL,Home,-3.0,104.0,-115.0,6,7,0,0.46153846153846156,7,6,0,0.5384615384615384,17.0,20.0,46.0,-108.0,-102.0,-143.0,129.0,outdoors,grass,57.0,7,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_GB_CAR,CAR,GB,Home,3.0,-110.0,-100.0,9,4,0,0.6923076923076923,7,6,0,0.5384615384615384,31.0,24.0,46.5,-107.0,-103.0,136.0,-150.0,outdoors,grass,51.0,7,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_HOU_JAX,JAX,HOU,Home,10.5,-113.0,102.0,9,4,0,0.6923076923076923,4,9,0,0.3076923076923077,45.0,7.0,39.0,-102.0,-108.0,385.0,-450.0,outdoors,grass,72.0,7,7
2017,REG,15,Sunday,2017-12-17,16:05,4:05 PM,2017_15_LA_SEA,SEA,LA,Home,-1.0,-100.0,-110.0,8,5,0,0.6153846153846154,9,4,0,0.6923076923076923,7.0,42.0,47.5,100.0,-110.0,-105.0,-105.0,outdoors,fieldturf,47.0,7,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_MIA_BUF,BUF,MIA,Home,3.5,-107.0,-103.0,7,6,0,0.5384615384615384,6,7,0,0.46153846153846156,24.0,16.0,39.5,104.0,-115.0,166.0,-185.0,outdoors,a_turf,22.0,6,7
2017,REG,15,Sunday,2017-12-17,16:25,4:25 PM,2017_15_NE_PIT,PIT,NE,Home,-2.5,-113.0,102.0,11,2,0,0.8461538461538461,10,3,0,0.7692307692307693,24.0,27.0,53.0,104.0,-115.0,-139.0,126.0,outdoors,grass,42.0,6,7
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_NYJ_NO,NO,NYJ,Home,16.5,-113.0,102.0,9,4,0,0.6923076923076923,5,8,0,0.38461538461538464,31.0,19.0,47.0,-107.0,-103.0,789.0,-1100.0,dome,sportturf,,7,10
2017,REG,15,Sunday,2017-12-17,13:00,1:00 PM,2017_15_PHI_NYG,NYG,PHI,Home,-7.5,108.0,-119.0,2,11,0,0.15384615384615385,11,2,0,0.8461538461538461,29.0,34.0,40.5,-103.0,-107.0,-300.0,264.0,outdoors,fieldturf,35.0,7,7
2017,REG,15,Sunday,2017-12-17,16:25,4:25 PM,2017_15_TEN_SF,SF,TEN,Home,2.5,-113.0,102.0,3,10,0,0.23076923076923078,8,5,0,0.6153846153846154,25.0,23.0,44.5,-108.0,-102.0,111.0,-123.0,outdoors,grass,65.0,7,7
2017,REG,15,Monday,2017-12-18,20:30,8:30 PM,2017_15_ATL_TB,TB,ATL,Home,-7.0,-105.0,-105.0,4,9,0,0.3076923076923077,8,5,0,0.6153846153846154,21.0,24.0,49.5,-109.0,-101.0,-320.0,281.0,outdoors,grass,71.0,11,8
2017,REG,16,Saturday,2017-12-23,16:30,4:30 PM,2017_16_IND_BAL,BAL,IND,Home,13.5,-108.0,-102.0,8,6,0,0.5714285714285714,3,11,0,0.21428571428571427,23.0,16.0,41.0,-110.0,-100.0,638.0,-800.0,outdoors,grass,63.0,9,6
2017,REG,16,Saturday,2017-12-23,20:30,8:30 PM,2017_16_MIN_GB,GB,MIN,Home,-8.5,-100.0,-110.0,7,7,0,0.5,11,3,0,0.7857142857142857,0.0,16.0,41.0,-104.0,-106.0,-400.0,346.0,outdoors,grass,10.0,6,6
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_ATL_NO,NO,ATL,Home,5.5,-102.0,-108.0,10,4,0,0.7142857142857143,9,5,0,0.6428571428571429,23.0,13.0,52.0,-107.0,-103.0,216.0,-242.0,dome,sportturf,,6,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_BUF_NE,NE,BUF,Home,11.0,-103.0,-107.0,11,3,0,0.7857142857142857,8,6,0,0.5714285714285714,37.0,16.0,47.5,102.0,-112.0,431.0,-510.0,outdoors,fieldturf,35.0,7,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_CLE_CHI,CHI,CLE,Home,5.5,-104.0,-106.0,4,10,0,0.2857142857142857,0,14,0,0.0,20.0,3.0,37.0,-110.0,-100.0,205.0,-230.0,outdoors,grass,24.0,7,8
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_DEN_WAS,WAS,DEN,Home,3.0,100.0,-110.0,6,8,0,0.42857142857142855,5,9,0,0.35714285714285715,27.0,11.0,39.5,-114.0,103.0,144.0,-160.0,outdoors,grass,43.0,10,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_DET_CIN,CIN,DET,Home,-3.0,-104.0,-106.0,5,9,0,0.35714285714285715,8,6,0,0.5714285714285714,26.0,17.0,43.5,-105.0,-105.0,-154.0,139.0,outdoors,fieldturf,35.0,8,7
2017,REG,16,Sunday,2017-12-24,16:05,4:05 PM,2017_16_JAX_SF,SF,JAX,Home,-4.0,-102.0,-108.0,4,10,0,0.2857142857142857,10,4,0,0.7142857142857143,44.0,33.0,43.0,-106.0,-104.0,-208.0,186.0,outdoors,grass,52.0,7,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_LAC_NYJ,NYJ,LAC,Home,-7.5,106.0,-117.0,5,9,0,0.35714285714285715,7,7,0,0.5,7.0,14.0,42.5,-107.0,-103.0,-300.0,264.0,outdoors,fieldturf,40.0,8,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_LA_TEN,TEN,LA,Home,-5.5,-105.0,-105.0,8,6,0,0.5714285714285714,10,4,0,0.7142857142857143,23.0,27.0,46.0,-105.0,-105.0,-230.0,205.0,outdoors,grass,39.0,7,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_MIA_KC,KC,MIA,Home,11.0,-110.0,-100.0,8,6,0,0.5714285714285714,6,8,0,0.42857142857142855,29.0,13.0,43.5,-107.0,-103.0,431.0,-510.0,outdoors,grass,23.0,7,8
2017,REG,16,Sunday,2017-12-24,16:25,4:25 PM,2017_16_NYG_ARI,ARI,NYG,Home,3.0,105.0,-116.0,6,8,0,0.42857142857142855,2,12,0,0.14285714285714285,23.0,0.0,39.0,-104.0,-106.0,156.0,-173.0,closed,grass,,7,7
2017,REG,16,Sunday,2017-12-24,16:25,4:25 PM,2017_16_SEA_DAL,DAL,SEA,Home,4.5,-105.0,-105.0,8,6,0,0.5714285714285714,8,6,0,0.5714285714285714,12.0,21.0,47.0,106.0,-117.0,191.0,-213.0,closed,matrixturf,,7,7
2017,REG,16,Sunday,2017-12-24,13:00,1:00 PM,2017_16_TB_CAR,CAR,TB,Home,10.0,-108.0,-102.0,10,4,0,0.7142857142857143,4,10,0,0.2857142857142857,22.0,19.0,46.5,104.0,-115.0,385.0,-450.0,outdoors,grass,55.0,6,7
2017,REG,16,Monday,2017-12-25,20:30,8:30 PM,2017_16_OAK_PHI,PHI,OAK,Home,10.0,-107.0,-103.0,12,2,0,0.8571428571428571,6,8,0,0.42857142857142855,19.0,10.0,46.0,-107.0,-103.0,361.0,-420.0,outdoors,grass,29.0,8,8
2017,REG,16,Monday,2017-12-25,16:30,4:30 PM,2017_16_PIT_HOU,HOU,PIT,Home,-8.0,-103.0,-107.0,4,10,0,0.2857142857142857,11,3,0,0.7857142857142857,6.0,34.0,45.5,-106.0,-104.0,-400.0,346.0,closed,astroturf,,8,8
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_ARI_SEA,SEA,ARI,Home,8.0,-111.0,101.0,9,6,0,0.6,7,8,0,0.4666666666666667,24.0,26.0,38.0,100.0,-110.0,325.0,-374.0,outdoors,fieldturf,40.0,7,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_BUF_MIA,MIA,BUF,Home,-2.5,-102.0,-108.0,6,9,0,0.4,8,7,0,0.5333333333333333,16.0,22.0,41.5,-113.0,102.0,-130.0,118.0,outdoors,grass,71.0,7,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_CAR_ATL,ATL,CAR,Home,5.0,-100.0,-110.0,9,6,0,0.6,11,4,0,0.7333333333333333,22.0,10.0,44.5,-110.0,-100.0,211.0,-236.0,closed,fieldturf,,7,7
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_CHI_MIN,MIN,CHI,Home,13.5,-123.0,111.0,12,3,0,0.8,5,10,0,0.3333333333333333,23.0,10.0,38.0,-110.0,-100.0,581.0,-750.0,dome,sportturf,,7,8
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_CIN_BAL,BAL,CIN,Home,8.0,-113.0,102.0,9,6,0,0.6,6,9,0,0.4,27.0,31.0,40.0,-106.0,-104.0,322.0,-370.0,outdoors,grass,19.0,7,8
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_CLE_PIT,PIT,CLE,Home,5.0,-113.0,102.0,12,3,0,0.8,0,15,0,0.0,28.0,24.0,38.5,-123.0,111.0,184.0,-210.0,outdoors,grass,11.0,7,6
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_DAL_PHI,PHI,DAL,Home,-3.5,-113.0,102.0,13,2,0,0.8666666666666667,8,7,0,0.5333333333333333,0.0,6.0,41.0,-109.0,-101.0,-200.0,176.0,outdoors,grass,19.0,7,6
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_GB_DET,DET,GB,Home,7.5,-114.0,103.0,8,7,0,0.5333333333333333,7,8,0,0.4666666666666667,35.0,11.0,45.0,-105.0,-105.0,277.0,-315.0,dome,fieldturf,,8,7
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_HOU_IND,IND,HOU,Home,5.5,-108.0,-102.0,3,12,0,0.2,4,11,0,0.26666666666666666,22.0,13.0,42.0,-108.0,-102.0,201.0,-230.0,closed,fieldturf,,6,8
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_JAX_TEN,TEN,JAX,Home,2.5,102.0,-113.0,8,7,0,0.5333333333333333,10,5,0,0.6666666666666666,15.0,10.0,40.0,-106.0,-104.0,125.0,-138.0,outdoors,grass,23.0,7,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_KC_DEN,DEN,KC,Home,3.0,102.0,-112.0,5,10,0,0.3333333333333333,9,6,0,0.6,24.0,27.0,37.5,-105.0,-105.0,154.0,-174.0,outdoors,grass,17.0,7,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_NO_TB,TB,NO,Home,-6.0,-102.0,-108.0,4,11,0,0.26666666666666666,11,4,0,0.7333333333333333,31.0,24.0,49.0,111.0,-123.0,-250.0,222.0,outdoors,grass,71.0,7,7
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_NYJ_NE,NE,NYJ,Home,17.0,-120.0,109.0,12,3,0,0.8,5,10,0,0.3333333333333333,26.0,6.0,43.5,106.0,-117.0,851.0,-1400.0,outdoors,fieldturf,13.0,7,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_OAK_LAC,LAC,OAK,Home,7.0,-115.0,104.0,8,7,0,0.5333333333333333,6,9,0,0.4,30.0,10.0,43.0,104.0,-115.0,269.0,-305.0,outdoors,grass,62.0,6,7
2017,REG,17,Sunday,2017-12-31,16:25,4:25 PM,2017_17_SF_LA,LA,SF,Home,-6.5,-113.0,102.0,11,4,0,0.7333333333333333,5,10,0,0.3333333333333333,13.0,34.0,44.5,-110.0,100.0,-278.0,241.0,outdoors,grass,67.0,7,7
2017,REG,17,Sunday,2017-12-31,13:00,1:00 PM,2017_17_WAS_NYG,NYG,WAS,Home,-5.0,-113.0,102.0,2,13,0,0.13333333333333333,7,8,0,0.4666666666666667,18.0,10.0,41.0,-102.0,-108.0,-230.0,201.0,outdoors,fieldturf,16.0,7,7
2017,SB,21,Sunday,2018-02-04,18:31,6:31 PM,2017_21_PHI_NE,NE,PHI,Neutral,4.5,-114.0,103.0,15,3,0,0.8333333333333334,15,3,0,0.8333333333333334,33.0,41.0,48.5,-105.0,-105.0,181.0,-202.0,dome,sportturf,,14,14
2017,WC,18,Saturday,2018-01-06,20:15,8:15 PM,2017_18_ATL_LA,LA,ATL,Home,6.5,-113.0,102.0,11,5,0,0.6875,10,6,0,0.625,13.0,26.0,48.0,-100.0,-110.0,222.0,-250.0,outdoors,grass,62.0,6,6
2017,WC,18,Saturday,2018-01-06,16:36,4:36 PM,2017_18_TEN_KC,KC,TEN,Home,8.5,-105.0,-105.0,10,6,0,0.625,9,7,0,0.5625,21.0,22.0,44.0,-106.0,-104.0,369.0,-430.0,outdoors,grass,33.0,6,6
2017,WC,18,Sunday,2018-01-07,13:05,1:05 PM,2017_18_BUF_JAX,JAX,BUF,Home,8.5,-100.0,-110.0,10,6,0,0.625,9,7,0,0.5625,10.0,3.0,39.5,-100.0,-110.0,346.0,-400.0,outdoors,grass,53.0,7,7
2017,WC,18,Sunday,2018-01-07,16:40,4:40 PM,2017_18_CAR_NO,NO,CAR,Home,6.5,-103.0,-107.0,11,5,0,0.6875,11,5,0,0.6875,31.0,26.0,47.5,-110.0,-100.0,235.0,-265.0,dome,sportturf,,7,7
2018,CON,20,Sunday,2019-01-20,15:05,3:05 PM,2018_20_LA_NO,NO,LA,Home,3.0,-108.0,-103.0,14,3,0,0.8235294117647058,14,3,0,0.8235294117647058,23.0,26.0,55.0,-115.0,103.0,142.0,-157.0,dome,sportturf,,8,7
2018,CON,20,Sunday,2019-01-20,18:40,6:40 PM,2018_20_NE_KC,KC,NE,Home,3.0,111.0,-125.0,13,4,0,0.7647058823529411,12,5,0,0.7058823529411765,31.0,37.0,56.5,-110.0,-101.0,156.0,-173.0,outdoors,grass,19.0,7,8
2018,DIV,19,Saturday,2019-01-12,20:15,8:15 PM,2018_19_DAL_LA,LA,DAL,Home,7.5,-109.0,-102.0,13,3,0,0.8125,11,6,0,0.6470588235294118,30.0,22.0,48.0,-114.0,102.0,296.0,-338.0,outdoors,grass,57.0,7,13
2018,DIV,19,Saturday,2019-01-12,16:35,4:35 PM,2018_19_IND_KC,KC,IND,Home,4.0,-101.0,-110.0,12,4,0,0.75,11,6,0,0.6470588235294118,31.0,13.0,54.5,-102.0,-109.0,182.0,-203.0,outdoors,grass,32.0,7,13
2018,DIV,19,Sunday,2019-01-13,13:05,1:05 PM,2018_19_LAC_NE,NE,LAC,Home,4.0,-114.0,102.0,11,5,0,0.6875,13,4,0,0.7647058823529411,41.0,28.0,47.5,102.0,-113.0,170.0,-189.0,outdoors,fieldturf,26.0,7,14
2018,DIV,19,Sunday,2019-01-13,16:40,4:40 PM,2018_19_PHI_NO,NO,PHI,Home,8.5,-101.0,-110.0,13,3,0,0.8125,10,7,0,0.5882352941176471,20.0,14.0,52.0,-112.0,101.0,324.0,-373.0,dome,sportturf,,7,14
2018,REG,1,Thursday,2018-09-06,20:20,8:20 PM,2018_01_ATL_PHI,PHI,ATL,Home,1.0,-111.0,101.0,0,0,0,,0,0,0,,18.0,12.0,44.5,-109.0,-101.0,-104.0,-106.0,outdoors,grass,81.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_BUF_BAL,BAL,BUF,Home,7.5,-106.0,-104.0,0,0,0,,0,0,0,,47.0,3.0,39.0,-120.0,109.0,309.0,-355.0,outdoors,grass,61.0,7,7
2018,REG,1,Sunday,2018-09-09,20:20,8:20 PM,2018_01_CHI_GB,GB,CHI,Home,6.5,-110.0,-100.0,0,0,0,,0,0,0,,24.0,23.0,45.0,-113.0,102.0,240.0,-271.0,outdoors,grass,62.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_CIN_IND,IND,CIN,Home,-1.0,102.0,-113.0,0,0,0,,0,0,0,,23.0,34.0,47.5,-110.0,100.0,-105.0,-105.0,closed,fieldturf,,7,7
2018,REG,1,Sunday,2018-09-09,16:25,4:25 PM,2018_01_DAL_CAR,CAR,DAL,Home,2.5,110.0,-121.0,0,0,0,,0,0,0,,16.0,8.0,42.5,-116.0,105.0,134.0,-149.0,outdoors,grass,81.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_HOU_NE,NE,HOU,Home,6.0,-105.0,-105.0,0,0,0,,0,0,0,,27.0,20.0,49.5,-119.0,108.0,214.0,-240.0,outdoors,fieldturf,62.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_JAX_NYG,NYG,JAX,Home,-2.5,-117.0,106.0,0,0,0,,0,0,0,,15.0,20.0,43.0,-114.0,103.0,-141.0,127.0,outdoors,fieldturf,59.0,7,7
2018,REG,1,Sunday,2018-09-09,16:05,4:05 PM,2018_01_KC_LAC,LAC,KC,Home,3.5,-104.0,-106.0,0,0,0,,0,0,0,,28.0,38.0,48.0,-105.0,-105.0,166.0,-185.0,outdoors,grass,84.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_PIT_CLE,CLE,PIT,Home,-3.5,105.0,-116.0,0,0,0,,0,0,0,,21.0,21.0,41.0,-108.0,-102.0,-173.0,156.0,outdoors,grass,58.0,7,7
2018,REG,1,Sunday,2018-09-09,16:25,4:25 PM,2018_01_SEA_DEN,DEN,SEA,Home,3.0,109.0,-120.0,0,0,0,,0,0,0,,27.0,24.0,42.5,-106.0,-104.0,157.0,-175.0,outdoors,grass,84.0,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_SF_MIN,MIN,SF,Home,6.0,-102.0,-108.0,0,0,0,,0,0,0,,24.0,16.0,46.5,-104.0,-106.0,238.0,-268.0,dome,sportturf,,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_TB_NO,NO,TB,Home,10.0,-108.0,-102.0,0,0,0,,0,0,0,,40.0,48.0,50.0,-113.0,102.0,385.0,-450.0,dome,sportturf,,7,7
2018,REG,1,Sunday,2018-09-09,13:00,1:00 PM,2018_01_TEN_MIA,MIA,TEN,Home,-1.0,-107.0,-103.0,0,0,0,,0,0,0,,27.0,20.0,43.5,-109.0,-101.0,-115.0,104.0,outdoors,grass,89.0,7,7
